Weblink	Agency Name	NTD ID	Status
https://passio3.com/tylertx/passioTransit/gtfs/google_transit.zip	City of Tyler	60089	TRUE
http://www.takethehop.com/Google/google_transit.zip	Hill Country Transit District	60091	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11728/texarkanaurbantransit-tx-us.zip	Texarkana Urban Transit District	60093	TRUE
https://gtfs.gcrpc.org/GCRPC-Commuter.zip	Golden Crescent Regional Planning Commission	60095	TRUE
http://nebula.wsimg.com/d1765d43782cc9d2d026c4925e8a189b?AccessKeyId=9E919CD400BCF69A0E80&disposition=0&alloworigin=1	Midland-Odessa Urban Transit District	60097	TRUE
https://mcallen.net/metro/assets/resources/GTFS%20-%20TransLoc.zip	City of McAllen 	60099	TRUE
https://trilliumtransit.com/transit_feeds/dentoncounty-tx-us/dentoncounty-tx-us.zip	Denton County Transportation Authority	60101	TRUE
https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/public-transportation-documents/FortBendGTFS.Zip	Fort Bend County, Texas	60103	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11726/cct_gtfs.zip	City of Cleburne	60113	TRUE
https://www.edmondok.gov/DocumentCenter/View/9799/GTFS-1	City of Edmond	60118	TRUE
https://mata.tripshot.com/v1/gtfs/feed/public	McKinney Avenue Transit Authority	60133	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11404/CorreCaminosDec23.zip	Grant County	60151	TRUE
https://shuttle.okstate.edu/gtfs_google/gtfs.zip	OSU-Stillwater Community Transit	60160	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11548/Transit_feed.zip	City of Eureka Springs	60161	TRUE
https://www.roswell-nm.gov/DocumentCenter/View/24460/gtfs	City of Roswell	60167	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11511/GTFS_EPCT.zip	El Paso County 	60179	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11543/hobbs_gtfs.zip	City of Hobbs	60190	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11510/tangipahoa_gtfs.zip	Tangipahoa Voluntary Council on Aging	60196	TRUE
https://greyhound-parsnip-67y9.squarespace.com/s/GTFS.zip	Muskogee County Public Transit Authority	60203	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11544/fct_gtfs.zip	Logan County Historical Society	60214	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11576/get_gtfs.zip	The Community Pantry	60224	TRUE
https://www.southtexascollege.edu/jagexpress/files/stc_jagexpress_gtfs.zip	South Texas College	60274	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7763/AshiwiGTFS.zip	Zuni Pueblo	66242	TRUE
https://mjcaction.com/MJC_GTFS_Public/scrtd_google_transit.zip	South Central Regional Transit District	66283	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11662/02232024_CB_GTFS.zip	City of San Marcos	66343	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11568/San_Marcos_GTFS.zip	City of San Marcos	66343	TRUE
https://webapp.cityutilities.net/GTPM/google_transit.zip	City of Springfield	70003	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11565/GTFS-CedarRapidsTransit(1-19-2024).zip	City of Cedar Rapids	70008	TRUE
https://s3.amazonaws.com/etatransit.gtfs/citibuspublic.etaspot.net/gtfs.zip	City of Davenport	70009	TRUE
https://art.tripshot.com/v1/gtfs.zip	Des Moines Area Regional Transit Authority	70010	TRUE
https://myride.cityofdubuque.org/GTFS/google_transit.zip	City of Dubuque	70011	TRUE
https://www.gocomotransit.com/wp-content/uploads/2023/10/GTFS.zip	City of Columbia	70016	TRUE
https://iowa.syncromatics.com/gtfs	City of Iowa City	70018	TRUE
https://jctgtfsdownload.itcurves.us/DownloadGtfs	City of Jefferson	70043	TRUE
https://api.transloc.com/gtfs/indebus.zip	City of Independence	70046	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/5197/FH_ATA_GTFS.zip	Flint Hills Area Transportation Agency, Inc	70053	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11352/DSNWK_Hays_KS_gtfs.zip	Developmental Services of Northwest Kansas, Inc.	70060	TRUE
https://mjcaction.com/MJC_GTFS_Public/excelsior_mo_gtfs.zip	City of Excelsior Springs	70162	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/10136/lyoncounty-emporia-ka-us.zip	Lyon County	70248	TRUE
https://mjcaction.com/MJC_GTFS_Public/stgen_mo_ferry_gtfs.zip	New Bourbon Regional Port Authority	77086	TRUE
https://gtfsfeed.rideuta.com/gtfs.zip	Utah Transit Authority	80001	TRUE
https://ridematbus.com/gtfs	City of Fargo	80003	TRUE
https://nodejs-prod.rtd-denver.com/api/download/gtfs/RTD_Denver_Direct_Operated_Commuter_Rail_GTFS.zip	Denver Regional Transportation District	80006	TRUE
https://nodejs-prod.rtd-denver.com/api/download/gtfs/RTD_Denver_Purchased_Transportation_Commuter_Rail_GTFS.zip	Denver Regional Transportation District	80006	TRUE
https://nodejs-prod.rtd-denver.com/api/download/gtfs/RTD_Denver_Direct_Operated_Light_Rail_GTFS.zip	Denver Regional Transportation District	80006	TRUE
https://nodejs-prod.rtd-denver.com/api/download/gtfs/RTD_Denver_Direct_Operated_Motorbus_GTFS.zip	Denver Regional Transportation District	80006	TRUE
https://nodejs-prod.rtd-denver.com/api/download/gtfs/RTD_Denver_Direct_Purchased_Transportation_Motorbus_GTFS.zip	Denver Regional Transportation District	80006	TRUE
https://greeleyevanstransit.com/wp-content/uploads/2022/10/greeleyevans-co-us-imap.zip	Greeley, City Of	80010	TRUE
https://irp.cdn-website.com/cc7aa934/files/uploaded/GFT_gtfs.zip	Great Falls Transit District	80012	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11555/CATTransit.zip	City of Casper	80013	TRUE
https://emap.mesacounty.us/datadownload/Google_Transit_Feed/google_transit.zip	County of Mesa	80016	TRUE
https://www.mycvtdbus.org/gtfs	Cache Valley Transit District	80028	TRUE
https://passio3.com/montanau/passioTransit/gtfs/google_transit.zip	University of Montana	80107	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/6174/wrta_wy_gtfs.zip	Fremont County Association of Governments	80121	TRUE
https://mjcaction.com/MJC_GTFS_Public/gunnisonrta_google_transit.zip	Gunnison Valley Rural Transportation Authority	80150	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11487/butte-mt-us.zip	Silver Bow County	80174	TRUE
https://gtfs.start.cadavl.com/START/GTFS/GTFS_START.zip	Southern Teton Area Rapid Transit	80188	TRUE
https://www.durangoco.gov/DocumentCenter/View/17688/Durango-Transit-GTFS-Data	City of Durango	80206	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/10125/PE_GTFS.zip	Northeastern Colorado Association of Local Governments	80221	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11497/Skyline_GTFS.zip	Big Sky Transportation District	80255	TRUE
https://data.trilliumtransit.com/gtfs/rfta-co-us/rfta-co-us.zip	City of Glenwood Springs	80258	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11523/met_gtfs.zip	Archuleta County	80280	TRUE
https://mjcaction.com/MJC_GTFS_Public/utetribe_gtfs.zip	Ute Tribe	88200	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11888/ParkCountyGTFS.zip	Park County	88293	TRUE
https://www.bart.gov/dev/schedules/google_transit.zip	San Francisco Bay Area Rapid Transit District	90003	TRUE
https://urldefense.com/v3/__https:/gtfs.bigbluebus.com/current.zip__;!!OfuUnHCITYtmmjM!pWXZlaTQ3PMFqmcrRdkXCHFcKQVHf0EOehsKhi0QkbtB4wh4joUFFpIfaJTuyj7nnfc79cSrvcFjyJJBH20jCzZZcxX2lo4UP6LVpD3I5Mc$	City of Santa Monica	90008	TRUE
https://www.samtrans.com/samtrans/Assets/GTFS/samtrans/ST-GTFS.zip	San Mateo County Transit District	90009	TRUE
https://api.actransit.org/transit/gtfs/download/?token=796E1570CBFE849ABD7CF553177313CB	Alameda-Contra Costa Transit District	90014	TRUE
https://santarosa.syncromatics.com/gtfs	City of Santa Rosa	90017	TRUE
https://www.sbmtd.gov/google_transit/feed.zip	Santa Barbara Metropolitan Transit District	90020	TRUE
https://nts.rideralerts.com/infopoint/gtfs-zip.ashx	City of Norwalk 	90022	TRUE
http://gis4u.fresno.gov/downloads/zip/fax_gtfs.zip	City of Fresno	90027	TRUE
https://www.omnitrans.info/gis/Omnitrans_GTFS_August_2023.zip	Omnitrans	90029	TRUE
https://www.gctd.org/wp-content/uploads/2021/06/GCTD_GTFS.zip	Gold Coast Transit District	90035	TRUE
https://smat.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820	City of Santa Maria	90087	TRUE
http://data.trilliumtransit.com/gtfs/vinetransit-ca-us/vinetransit-ca-us.zip	Napa Valley Transportation Authority	90088	TRUE
https://tularecog.org/tcag/data-gis-modeling/gtfs-data/visalia-transit-gtfs/	City of Visalia  	90091	TRUE
https://api.transloc.com/gtfs/vvta.zip	Victor Valley Transit Authority	90148	TRUE
https://data.trilliumtransit.com/gtfs/vacavillecitycoach-ca-us/vacavillecitycoach-ca-us.zip	City of Vacaville	90155	TRUE
http://data.trilliumtransit.com/gtfs/unioncity-ca-us/unioncity-ca-us.zip	City of Union City	90161	TRUE
http://rta.trideltatransit.com/rtt/public/resource/gtfs.zip	The Eastern Contra Costa Transit Authority	90162	TRUE
https://govcbus.com/gtfs	City of Camarillo	90163	TRUE
https://www.goventura.org/wp-content/uploads/2023/10/VCTC-GTFS-8.21.23.zip	Ventura County Transportation Commission	90164	TRUE
https://www.valleyexpressbus.org/wp-content/uploads/2023/10/valleyexpress-GTFS-08-16-23.zip	Ventura County Transportation Commission	90164	TRUE
https://businfo.santaclarita.gov/rtt/public/utility/gtfs.aspx	City of Santa Clarita	90171	TRUE
https://thebuslive.com/gtfs	Transit Joint Powers Authority for Merced County	90173	TRUE
https://ca-lodi.civicplus.com/DocumentCenter/View/2453/lodi_gtfs-ZIP	City of Lodi	90175	TRUE
https://data.trilliumtransit.com/gtfs/cityofmadera-ca-us/cityofmadera-ca-us.zip	City of Madera	90199	TRUE
https://kart.connexionz.net/rtt/public/resource/gtfs.zip	Kings County Area Public Transit Agency	90200	TRUE
http://slo.connexionz.net/rtt/public/utility/gtfs.aspx	San Luis Obispo Regional Transit Authority	90206	TRUE
https://planmyride.blinetransit.com/gtfsrealtime/google_transit.zip	Butte County Association of Governments	90208	TRUE
https://api.511.org/transit/datafeeds?api_key=d615dfcd-7f3d-4006-a1ac-8a8f3e4b5c38&operator_id=RG	City of Petaluma	90213	TRUE
https://data.trilliumtransit.com/gtfs/manteca-ca-us/manteca-ca-us.zip	City of Manteca	90217	TRUE
https://mountainline.syncromatics.com/gtfs	Northern Arizona Intergovernmental Public Transportation Authority	90219	TRUE
https://data.trilliumtransit.com/gtfs/sfbayferry-ca-us/sfbayferry-ca-us.zip	San Francisco Bay Area Water Emergency Transportation Authority	90225	TRUE
https://www.ycipta.org/gtfs/google_transit.zip	Yuma County Intergovernmental Public Transportation Authority	90233	TRUE
https://thekauaibus.com/gtfs	County of Kaua'i	90237	TRUE
https://mauibus.org/gtfs	County of Maui	90241	TRUE
https://www.cityofalhambra.org/DocumentCenter/View/4979/alhambra-ca-us	City of Alhambra	90247	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11488/CTSGTSFFeedFiles(1.3.24).zip	City of Carson	90258	TRUE
https://data.trilliumtransit.com/gtfs/cityofridgecrest-ca-us/cityofridgecrest-ca-us.zip	City of Ridgecrest	91006	TRUE
https://data.trilliumtransit.com/gtfs/arvin-ca-us/arvin-ca-us.zip	City of Arvin	91027	TRUE
https://syvt.com/DocumentCenter/View/3209/syvt_google_transit	City of Solvang	91028	TRUE
https://storage.googleapis.com/gtfs-data/schedule-assets/tcta-2021-12-10.zip	Tuolumne County Transit	91057	TRUE
https://data.trilliumtransit.com/gtfs/easternsierra-ca-us/easternsierra-ca-us.zip	Eastern Sierra Transit Authority	91062	TRUE
https://cdn.hibuwebsites.com/af26dd3d53e046cf8ce6ac6dc92e7b14/files/uploaded/google_transit.zip	County of Glenn	91088	TRUE
https://support.trilliumtransit.com/attachments/token/X8k6yE0sNB4ettFzZFyiKWMAo/?name=tahoe-ca-us--syncro.zip	Tahoe Transportation District	91092	TRUE
https://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip	Lassen Transit Service Agency	91098	TRUE
https://sunshuttle.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820	Regional Transportation Authority of Pima County	91122	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/5156/yrt_gtfs.zip	Yavapai Regional Transit	99419	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/5788/GoogleFeed.zip	Gila River Indian Community	99436	TRUE
